ACC_var_age,TPR_var_age,TNR_var_age,FPR_var_age,FNR_var_age,NPP_var_age,PP_var_age,PPP_var_age
0.029753456171246244,0.04045229461069803,0.042419554679913374,0.042419554679913374,0.04045229461069804,0.009299144338088646,0.013683666747083916,0.04174838224926117
ACC_age,TPR_age,TNR_age,FPR_age,FNR_age,NPP_age,PP_age,PPP_age
0-2,10-19,20-29,3-9,30-39,40-49,50-59,60-69,more than 70
0.9802306425041186,0.0,0.9945674885081488,0.005432511491851233,1.0,0.9855072463768116,0.0,0.005354200988467875
0.8871499176276771,0.018867924528301886,0.9935275080906149,0.006472491909385114,0.9811320754716981,0.892071398920714,0.2631578947368421,0.007825370675453048
0.44069192751235586,0.62890625,0.3536144578313253,0.6463855421686747,0.37109375,0.6731651376146789,0.31041131105398456,0.6408566721581549
0.8677924217462932,0.0,0.9887376818395119,0.011262318160488035,1.0,0.8764559068219634,0.0,0.009884678747940691
0.6338550247116969,0.272,0.7276970954356846,0.27230290456431533,0.728,0.7940011318619129,0.20574886535552195,0.27224052718286657
0.850494233937397,0.0436241610738255,0.9633802816901409,0.036619718309859155,0.9563758389261745,0.8780487804878049,0.14285714285714285,0.03747940691927512
0.9130971993410214,0.023668639053254437,0.9796370075254538,0.02036299247454626,0.9763313609467456,0.9306139613120269,0.08,0.02059308072487644
0.9699341021416804,0.0,0.9978813559322034,0.00211864406779661,1.0,0.9719356170037144,0.0,0.002059308072487644
0.9847611202635914,0.0,0.99625,0.00375,1.0,0.9884249689954526,0.0,0.0037067545304777594
ACC_var_gender,TPR_var_gender,TNR_var_gender,FPR_var_gender,FNR_var_gender,NPP_var_gender,PP_var_gender,PPP_var_gender
0.0,0.008139305699114686,0.008139305699114686,0.00813930569911468,0.00813930569911468,9.71084794537496e-05,9.71084794537496e-05,0.008664021343523797
ACC_gender,TPR_gender,TNR_gender,FPR_gender,FNR_gender,NPP_gender,PP_gender,PPP_gender
Female,Male
0.5683690280065898,0.47413793103448276,0.6545741324921136,0.34542586750788645,0.5258620689655172,0.5763888888888888,0.5566801619433198,0.40691927512355847
0.5683690280065898,0.6545741324921136,0.47413793103448276,0.5258620689655172,0.34542586750788645,0.5566801619433198,0.5763888888888888,0.5930807248764415
ACC_var_race,TPR_var_race,TNR_var_race,FPR_var_race,FNR_var_race,NPP_var_race,PP_var_race,PPP_var_race
0.0016906410385155069,0.029455642049078894,0.013167953160992072,0.013167953160992073,0.0294556420490789,0.005175153384903827,0.004404879212857957,0.014228943490143819
ACC_race,TPR_race,TNR_race,FPR_race,FNR_race,NPP_race,PP_race,PPP_race
Asian,Black,Indian,Others,White
0.7022240527182867,0.06744868035190615,0.9501718213058419,0.04982817869415808,0.9325513196480938,0.722875816993464,0.3458646616541353,0.054777594728171335
0.729818780889621,0.4952076677316294,0.7645390070921986,0.23546099290780143,0.5047923322683706,0.9109859154929577,0.23736600306278713,0.26894563426688634
0.6725700164744646,0.28654970760233917,0.7358581016299137,0.2641418983700863,0.7134502923976608,0.8628442945474986,0.1510015408320493,0.2672981878088962
0.7108731466227347,0.06739811912225706,0.9402234636871508,0.05977653631284916,0.932601880877743,0.7388059701492538,0.2866666666666667,0.06177924217462932
0.6120263591433278,0.39072847682119205,0.6627848101265823,0.3372151898734177,0.609271523178808,0.8258675078864354,0.2099644128113879,0.3471993410214168
